Original SOC,Original Title,Carotene ID,Carotene Title,Confidence,SOC Match,gLabel Match,Final Match
11,"Funeral Director",11.104,"Funeral Director",1.0,1,1,1
11,"Contracts Administrator",13.43,"Contract Analyst",1.0,0,0,0
11,"Transportation Manager",53.30,"Transportation Manager",1.0,0,1,0
11,"School Director",11.108,"School Director",1.0,1,1,1
11,"Payroll Manager",11.109,"Payroll Manager",1.0,1,1,1
11,"Executive Chef",35.9,"Executive Chef",1.0,0,1,0
11,"Medical Center Manager",11.112,"Medical Center Manager",1.0,1,1,1
11,"Social Services Director",11.113,"Social Services Director",1.0,1,1,1
11,"Client Services Manager",11.114,"Client Services Manager",1.0,1,1,1
11,"Project Administrator",11.115,"Project Administrator",1.0,1,1,1
11,"Assistant Store Manager",41.3,"Assistant Store Manager",0.5,0,1,0
11,"Benefits Administrator",11.118,"Benefits Administrator",1.0,1,1,1
11,"Food Service Director",11.119,"Food Service Director",1.0,1,1,1
11,"Laboratory Manager",51.11,"Production Manager",1.0,0,0,0
11,"Revenue Manager",11.121,"Revenue Manager",1.0,1,1,1
11,"Chief Nursing Officer",11.122,"Chief Nursing Officer",1.0,1,1,1
11,"Quality Control Manager",11.124,"Quality Control Manager",1.0,1,1,1
11,"Director of Pharmacy",11.125,"Director of Pharmacy",1.0,1,1,1
11,"Project Leader",15.84,"Project Lead",1.0,0,0,0
11,"Compensation Manager",11.127,"Compensation Manager",1.0,1,1,1
11,"Director of Benefits and Compensation",11.128,"Director of Benefits and Compensation",1.0,1,1,1
11,"Engagement Manager",11.130,"Engagement Manager",1.0,1,1,1
11,"Assistant Vice President (AVP)",43.31501,"Assistant to the Vice President",1.0,0,0,0
11,"Division Director",11.133,"Division Director",1.0,1,1,1
11,"Director of Communications",11.134,"Director of Communications",1.0,1,1,1
11,"Leasing Manager",11.135,"Leasing Manager",1.0,1,1,1
11,"Commodity Manager",11.136,"Commodity Manager",1.0,1,1,1
11,"Real Estate Manager",11.142,"Real Estate Manager",1.0,1,1,1
11,"Director of Emergency Services",11.143,"Director of Emergency Services",1.0,1,1,1
11,"Acute Care Manager",11.144,"Acute Care Manager",1.0,1,1,1
11,"Regional Operations Manager",11.8,"Operations Manager",0.5,1,0,0
11,"Patient Services Manager",11.148,"Patient Services Manager",1.0,1,1,1
11,"Chief Executive Officer (CEO)",11.150,"Chief Executive Officer (CEO)",1.0,1,1,1
11,"Loss Prevention Manager",33.1,"Loss Prevention Manager",1.0,0,1,0
11,"Construction Superintendent",11.153,"Construction Superintendent",1.0,1,1,1
11,"Vice President (VP) of Sales",11.12,"Vice President",0.6014706,1,0,0
11,"Billing Manager",11.161,"Billing Manager",1.0,1,1,1
11,"Performance Improvement Manager",11.162,"Performance Improvement Manager",1.0,1,1,1
11,"Supply Chain Director",11.163,"Supply Chain Director",1.0,1,1,1
11,"Capture Manager",11.165,"Capture Manager",1.0,1,1,1
11,"Fitness Manager",11.167,"Fitness Manager",1.0,1,1,1
11,"Technical Director",27.82,"Technical Director",1.0,0,1,0
11,"Human Resources (HR) Administrator",11.170,"Human Resources (HR) Administrator",1.0,1,1,1
11,"Development Officer",11.171,"Development Officer",1.0,1,1,1
11,"Director of Quality Management",11.172,"Director of Quality Management",1.0,1,1,1
11,"Maintenance Director",49.11,"Maintenance Coordinator",1.0,0,0,0
11,"Child Care Director",11.175,"Child Care Director",1.0,1,1,1
11,"Vice President (VP) of Operations",11.12,"Vice President",1.0,1,0,0
11,"Surgery Center Administrator",11.178,"Surgery Center Administrator",1.0,1,1,1
11,"Fleet Manager",11.179,"Fleet Manager",1.0,1,1,1
11,"Campaign Manager",11.180,"Campaign Manager",1.0,1,1,1
11,"Community Relations Director",11.184,"Community Relations Director",0.5,1,1,1
11,"Property Administrator",11.188,"Property Administrator",1.0,1,1,1
11,"Child Care Center Director",11.189,"Child Care Center Director",0.5,1,1,1
11,"Vice President (VP) of Finance",11.190,"Vice President (VP) of Finance",1.0,1,1,1
11,"Tax Director",11.193,"Tax Director",1.0,1,1,1
11,"Catering Manager",35.23,"Catering Manager",1.0,0,1,0
11,"Safety Director",11.195,"Safety Director",1.0,1,1,1
11,"Vice President (VP) of Marketing",11.196,"Vice President (VP) of Marketing",0.8908803,1,1,1
11,"Rehabilitation Manager",11.75,"Director of Rehabilitation",1.0,1,0,0
11,"Clinic Administrator",11.198,"Clinic Administrator",1.0,1,1,1
11,"Demand Manager",11.199,"Demand Manager",1.0,1,1,1
11,"Director of Recruitment",11.203,"Director of Recruitment",1.0,1,1,1
11,"Chef Manager",35.17,"Chef Manager",1.0,0,1,0
11,"Sales Leader",11.205,"Sales Leader",1.0,1,1,1
11,"Resident Manager",11.207,"Resident Manager",1.0,1,1,1
11,"Information Technology (IT) Manager",11.208,"Information Technology (IT) Manager",1.0,1,1,1
11,"Director of Student Services",11.211,"Director of Student Services",1.0,1,1,1
11,"Lease Administrator",11.212,"Lease Administrator",1.0,1,1,1
11,"Finance and Insurance Manager",11.20,"Finance Manager",0.5,1,0,0
11,"Call Center Manager",43.4,"Call Center Agent",1.0,0,0,0
11,"Dietary Manager",35.4,"Food Service Manager",0.42647064,0,0,0
11,"Director of Client Services",11.217,"Director of Client Services",1.0,1,1,1
11,"Director of Manufacturing",11.218,"Director of Manufacturing",0.72807014,1,1,1
11,"Environmental Services Manager",37.4,"Environmental Services Manager",1.0,0,1,0
11,"Food Service Manager",35.4,"Food Service Manager",1.0,0,1,0
11,"Director of Claims",11.223,"Director of Claims",1.0,1,1,1
11,"Director of Quality Assurance",11.224,"Director of Quality Assurance",1.0,1,1,1
11,"Manager of Emergency Services",11.226,"Manager of Emergency Services",0.79218006,1,1,1
11,"Laboratory Director",11.227,"Laboratory Director",1.0,1,1,1
11,"Director of Quality Improvement",11.232,"Director of Quality Improvement",1.0,1,1,1
11,"Director of Patient Care",11.233,"Director of Patient Care",1.0,1,1,1
11,"Director of Revenue Cycle",11.234,"Director of Revenue Cycle",1.0,1,1,1
11,"Facilities Administrator",11.235,"Facilities Administrator",0.7700919,1,1,1
11,"Residence Director",21.68,"Director of Career Services",1.0,0,0,0
11,"Director of Application Development",11.237,"Director of Application Development",1.0,1,1,1
11,"Real Estate Director",11.238,"Real Estate Director",1.0,1,1,1
11,"Director of Analytics",19.4,"Research Analyst",0.7584518,0,0,0
11,"Director of Procurement",11.241,"Director of Procurement",1.0,1,1,1
11,"Audit Director",11.243,"Audit Director",1.0,1,1,1
11,"Apartment Manager",11.247,"Apartment Manager",1.0,1,1,1
11,"Area Director",11.249,"Area Director",1.0,1,1,1
11,"Credit Risk Manager",11.43,"Credit Manager",0.30424565,1,0,0
11,"Director of Contracts",11.253,"Director of Contracts",1.0,1,1,1
11,"Director of Financial Reporting",11.256,"Director of Financial Reporting",1.0,1,1,1
11,"Business Administrator",11.258,"Business Administrator",1.0,1,1,1
11,"Academic Director",25.107,"Library Director",0.47941288,0,0,0
11,"Cash Manager",11.261,"Cash Manager",1.0,1,1,1
11,"Vendor Manager",11.264,"Vendor Manager",1.0,1,1,1
11,"Channel Manager",11.265,"Channel Manager",1.0,1,1,1
11,"Business Intelligence Manager",11.267,"Business Intelligence Manager",1.0,1,1,1
11,"Search Manager",11.268,"Search Manager",1.0,1,1,1
11,"Health Services Administrator",11.269,"Health Services Administrator",1.0,1,1,1
11,"Area Manager",11.271,"Area Manager",1.0,1,1,1
11,"Promotions Manager",11.272,"Promotions Manager",1.0,1,1,1
11,"Senior Vice President (SVP)",11.273,"Senior Vice President (SVP)",1.0,1,1,1
11,"Analytics Manager",,"unknown",-1,0,0,0
11,"Regulatory Manager",11.277,"Regulatory Manager",1.0,1,1,1
11,"Behavioral Health Care Manager",11.279,"Behavioral Health Care Manager",1.0,1,1,1
11,"Distribution Manager",11.280,"Distribution Manager",1.0,1,1,1
11,"Manufacturing Manager",51.31,"Manufacturing Manager",1.0,0,1,0
11,"Hospitality Manager",11.289,"Hospitality Manager",1.0,1,1,1
11,"Regional Director",11.293,"Regional Director",1.0,1,1,1
11,"Kitchen Manager",35.6,"Kitchen Manager",1.0,0,1,0
11,"Facilities Manager",49.2,"Maintenance Manager",1.0,0,0,0
11,"Learning Manager",11.298,"Learning Manager",1.0,1,1,1
11,"Administrative Director",11.299,"Administrative Director",1.0,1,1,1
11,"E-commerce Manager",11.302,"E-commerce Manager",1.0,1,1,1
11,"Pharmacy Manager",29.31,"Pharmacy Manager",1.0,0,1,0
11,"Regional Business Manager",11.305,"Regional Business Manager",1.0,1,1,1
11,"Director of Facilities",11.306,"Director of Facilities",1.0,1,1,1
11,"Community Relations Director",11.184,"Community Relations Director",0.5,1,1,1
11,"Segment Marketing Manager",11.312,"Segment Marketing Manager",0.5,1,1,1
11,"Director of Technology",11.313,"Director of Technology",1.0,1,1,1
11,"Director of Risk Management",11.31,"Risk Manager",0.5,1,0,0
11,"Maintenance Manager",49.2,"Maintenance Manager",1.0,0,1,0
11,"Director of Hospice",11.322,"Director of Hospice",1.0,1,1,1
11,"Claims Manager",43.123,"Claims Assistant",1.0,0,0,0
11,"Investment Manager",11.325,"Investment Manager",1.0,1,1,1
11,"Research and Development (R&D) Manager",11.327,"Research and Development (R&D) Manager",1.0,1,1,1
11,"Business Banking Relationship Manager",11.328,"Business Banking Relationship Manager",1.0,1,1,1
11,"Project Management Office (PMO) Manager",11.329,"Project Management Office (PMO) Manager",0.4911344,1,1,1
11,"Chief Technology Officer (CTO)",11.332,"Chief Technology Officer (CTO)",1.0,1,1,1
11,"Vice President (VP) of Engineering",11.31277,"Vice President (VP) of Engineering",1.0,1,1,1
11,"Vice President (VP) of Business Development",11.30516,"Vice President (VP) of Business Development",1.0,1,1,1
11,"Mobility Director",,"unknown",-1,0,0,0
11,"Grants Administrator",13.30751,"Trust Administrator",0.8901076,0,0,0
11,"Director of Transportation",11.11418,"Director of Transportation",0.7418547,1,1,1
11,"Director of Training",11.10598,"Director of Training",1.0,1,1,1
11,"Director of Strategy",11.10172,"Director of Strategy",1.0,1,1,1
11,"Director of Resident Services",11.31157,"Director of Resident Services",1.0,1,1,1
11,"Director of Research",11.10219,"Director of Research",1.0,1,1,1
11,"Director of Regulatory Affairs",11.30682,"Director of Regulatory Affairs",1.0,1,1,1
11,"Director of Public Relations",11.31241,"Director of Public Relations",1.0,1,1,1
11,"Director of Patient Access",11.11200,"Director of Patient Access",1.0,1,1,1
11,"Director of Materials",11.11777,"Director of Materials",1.0,1,1,1
11,"Director of Infrastructure",11.11269,"Director of Infrastructure",1.0,1,1,1
11,"Director of Information Management",11.31329,"Director of Information Management",1.0,1,1,1
11,"Director of Fundraising",11.10828,"Director of Fundraising",1.0,1,1,1
11,"Director of Financial Services",11.31227,"Director of Financial Services",1.0,1,1,1
11,"Director of Clinical Research",11.30865,"Director of Clinical Research",1.0,1,1,1
11,"Director of Care Management",11.31273,"Director of Care Management",1.0,1,1,1
11,"Delivery Director",11.31322,"Delivery Director",1.0,1,1,1
11,"Alliance Director",11.11495,"Alliance Director",0.49842057,1,1,1
11,"Zone Manager",11.31279,"Zone Manager",1.0,1,1,1
11,"Transaction Manager",11.10871,"Transaction Manager",1.0,1,1,1
11,"Training Leader",11.10323,"Training Leader",1.0,1,1,1
11,"Traffic Manager",11.30841,"Traffic Manager",1.0,1,1,1
11,"Technology Manager",11.10129,"Technology Manager",1.0,1,1,1
11,"Task Manager",11.31381,"Task Manager",1.0,1,1,1
11,"Systems Integration Manager",11.31083,"Systems Integration Manager",1.0,1,1,1
11,"Supplier Relationship Manager",11.11530,"Supplier Relationship Manager",1.0,1,1,1
11,"Subcontracts Manager",11.30977,"Subcontracts Manager",1.0,1,1,1
11,"Strategy Leader",11.30797,"Strategy Leader",1.0,1,1,1
11,"Store Director",41.63,"Sales Director",0.7733496,0,0,0
11,"Sourcing Leader",11.30678,"Sourcing Leader",1.0,1,1,1
11,"Solutions Executive",11.10370,"Solutions Executive",1.0,1,1,1
11,"Shared Services Manager",11.31358,"Shared Services Manager",1.0,1,1,1
11,"School Principal",11.11510,"School Principal",0.80966634,1,1,1
11,"Sales Administrator",11.10261,"Sales Administrator",1.0,1,1,1
11,"Risk and Assurance Manager",11.30933,"Risk and Assurance Manager",0.5809915,1,1,1
11,"Resource Leader",51.29,"Production Leader",1.0,0,0,0
11,"Resort Manager",11.31387,"Resort Manager",1.0,1,1,1
11,"Research Leader",11.10787,"Research Leader",1.0,1,1,1
11,"Reporting Manager",11.78,"Financial Reporting Manager",0.5952622,1,0,0
11,"Relations Officer",11.11174,"Relations Officer",0.92186254,1,1,1
11,"Reimbursement Manager",11.31192,"Reimbursement Manager",1.0,1,1,1
11,"Regional Sales Executive",11.31250,"Regional Sales Executive",0.8571774,1,1,1
11,"Professional Services Manager",11.31559,"Professional Services Manager",1.0,1,1,1
11,"Product Line Manager",11.6,"Product Manager",1.0,1,0,0
11,"Practice Coordinator",11.11228,"Practice Coordinator",0.92829114,1,1,1
11,"Planning Administrator",11.31364,"Planning Administrator",1.0,1,1,1
11,"Patient Access Manager",11.10632,"Patient Access Manager",1.0,1,1,1
11,"Partnership Manager",11.31448,"Partnership Manager",1.0,1,1,1
11,"Partner Manager",11.10429,"Partner Manager",1.0,1,1,1
11,"Nurse Manager Oncology",11.31406,"Nurse Manager Oncology",1.0,1,1,1
11,"Modeling Manager",11.30966,"Modeling Manager",1.0,1,1,1
11,"Medical Supervisor",29.19,"Medical Coder",0.36510977,0,0,0
11,"Marketing Executive",11.10415,"Marketing Executive",1.0,1,1,1
11,"Investment Officer",11.31180,"Investment Officer",1.0,1,1,1
11,"Intelligence Manager",11.11123,"Intelligence Manager",1.0,1,1,1
11,"Improvement Manager",11.10474,"Improvement Manager",1.0,1,1,1
11,"Imaging Manager",11.30945,"Imaging Manager",1.0,1,1,1
11,"Hospital Area Manager",11.30840,"Hospital Area Manager",1.0,1,1,1
11,"Healthcare Facility Administrator",11.30362,"Healthcare Facility Administrator",1.0,1,1,1
11,"Health Service Executive",11.54,"Health Services Director",0.43647403,1,0,0
11,"Head of Operations",13.24,"Operations Analyst",1.0,0,0,0
11,"Grants Manager",11.31252,"Grants Manager",1.0,1,1,1
11,"Fund Administrator",11.11180,"Fund Administrator",1.0,1,1,1
11,"Fulfillment Manager",11.31261,"Fulfillment Manager",1.0,1,1,1
11,"Financial Controller",11.30603,"Financial Controller",1.0,1,1,1
11,"Financial Administrator",11.10963,"Financial Administrator",0.9251232,1,1,1
11,"Field Manager",11.10356,"Field Manager",1.0,1,1,1
11,"Distribution Group Leader",51.29,"Production Leader",0.6608732,0,0,0
11,"Deployment Manager",11.31201,"Deployment Manager",1.0,1,1,1
11,"Club Manager",11.31077,"Club Manager",1.0,1,1,1
11,"Clinical Trials Manager",11.31130,"Clinical Trials Manager",1.0,1,1,1
11,"Clinical Nutrition Manager",11.30939,"Clinical Nutrition Manager",1.0,1,1,1
11,"Chief Medical Officer",11.30875,"Chief Medical Officer",1.0,1,1,1
11,"Chief Brand Officer",,"unknown",-1,0,0,0
11,"Branch Leader",11.11379,"Branch Leader",1.0,1,1,1
11,"Banking Center Manager",11.30381,"Banking Center Manager",1.0,1,1,1
11,"Agency Manager",41.67,"Sales Manager",1.0,0,0,0
11,"Director of Retail",11.10858,"Director of Retail",0.93634665,1,1,1
11,"Director of Reimbursement",11.11172,"Director of Reimbursement",0.84809065,1,1,1
11,"Director of Logistics",11.10937,"Director of Logistics",1.0,1,1,1
11,"Director of Integration",11.10767,"Director of Integration",1.0,1,1,1
11,"Director of Innovation",11.11697,"Director of Innovation",1.0,1,1,1
11,"Director of Benefits",11.10775,"Director of Benefits",1.0,1,1,1
11,"Corporate Vice President (VP)",11.31267,"Corporate Vice President (VP)",1.0,1,1,1
11,"Training Administrator",11.10867,"Training Administrator",1.0,1,1,1
11,"Technical Services Manager",11.30807,"Technical Services Manager",1.0,1,1,1
11,"Subcontracts Administrator",13.30751,"Trust Administrator",0.5933811,0,0,0
11,"Strategy Manager",11.10146,"Strategy Manager",1.0,1,1,1
11,"Sourcing Director",11.10508,"Sourcing Director",1.0,1,1,1
11,"Solutions Director",11.10400,"Solutions Director",1.0,1,1,1
11,"Research Administrator",11.10708,"Research Administrator",0.9363531,1,1,1
11,"Reporting Leader",11.10832,"Reporting Leader",0.93188107,1,1,1
11,"Regulatory Affairs Manager",11.30701,"Regulatory Affairs Manager",1.0,1,1,1
11,"Regional Administrator",11.11302,"Regional Administrator",0.92458296,1,1,1
11,"Real Estate Administrator",11.11308,"Real Estate Administrator",0.93400645,1,1,1
11,"Quality Director",11.30377,"Quality Director",0.95990795,1,1,1
11,"Procurement Leader",11.11155,"Procurement Leader",1.0,1,1,1
11,"Practice Leader",11.30746,"Practice Leader",1.0,1,1,1
11,"Photo Department Manager",11.30105,"Department Manager",1.0,1,0,0
11,"Optimization Manager",11.30888,"Optimization Manager",1.0,1,1,1
11,"Marketing Leader",11.10229,"Marketing Leader",1.0,1,1,1
11,"Initiatives Manager",11.31310,"Initiatives Manager",1.0,1,1,1
11,"Information Systems Manager",11.31427,"Information Systems Manager",1.0,1,1,1
11,"Informatics Manager",11.31324,"Informatics Manager",1.0,1,1,1
11,"Implementation Leader",13.104,"Implementation Consultant",0.72529954,0,0,0
11,"Division Manager",11.11734,"Division Manager",1.0,1,1,1
11,"Creative Manager",11.30792,"Creative Manager",1.0,1,1,1
11,"Cost Manager",13.30384,"Cost Accountant",0.7958117,0,0,0
11,"Control Manager",11.10386,"Control Manager",1.0,1,1,1
11,"Control Leader",13.148,"Business Control Analyst",0.73885965,0,0,0
11,"Continuous Improvement Leader",17.83,"Continuous Improvement Engineer",1.0,0,0,0
11,"Consulting Director",11.10599,"Consulting Director",1.0,1,1,1
11,"Compliance Leader",11.10575,"Compliance Leader",1.0,1,1,1
11,"Communications Officer",11.10617,"Communications Officer",1.0,1,1,1
11,"Clinical Research Manager",11.31291,"Clinical Research Manager",1.0,1,1,1
11,"Chief Engineer",49.13,"Maintenance Assistant",0.90117323,0,0,0
11,"Business Development Officer",11.30597,"Business Development Officer",1.0,1,1,1
11,"Business Analysis Manager",11.30789,"Business Analysis Manager",1.0,1,1,1
11,"Assistant Principal",11.11245,"Assistant Principal",0.6787517,1,1,1
11,"Director of Distribution",11.11252,"Director of Distribution",1.0,1,1,1
11,"Director of Acquisition",11.11304,"Director of Acquisition",1.0,1,1,1
11,"Unit Director",11.10611,"Unit Director",1.0,1,1,1
11,"Support Services Manager",11.30848,"Support Services Manager",1.0,1,1,1
11,"Section Manager",11.30688,"Section Manager",1.0,1,1,1
11,"Science Manager",11.11818,"Science Manager",0.59867525,1,1,1
11,"Sales President",,"unknown",-1,0,0,0
11,"Research Manager",19.4,"Research Analyst",0.74294,0,0,0
11,"Publications Manager",11.11673,"Publications Manager",0.845532,1,1,1
11,"Practice Director",11.10763,"Practice Director",0.85627913,1,1,1
11,"Practice Administrator",11.30718,"Practice Administrator",1.0,1,1,1
11,"Platform Manager",11.11500,"Platform Manager",1.0,1,1,1
11,"Planning Director",11.31434,"Planning Director",1.0,1,1,1
11,"Partnership Director",11.31448,"Partnership Manager",0.40191063,1,0,0
11,"Outcomes Manager",11.31231,"Outcomes Manager",1.0,1,1,1
11,"Operations Leader",11.10085,"Operations Leader",1.0,1,1,1
11,"Mobility Manager",53.22,"Warehouse Manager",1.0,0,0,0
11,"Marketing Administrator",11.10584,"Marketing Administrator",0.889303,1,1,1
11,"Education Manager",11.10484,"Education Manager",0.94932705,1,1,1
11,"Compliance Administrator",11.10909,"Compliance Administrator",1.0,1,1,1
11,"Communications Leader",11.10548,"Communications Leader",1.0,1,1,1
11,"Brand Director",11.10628,"Brand Director",1.0,1,1,1
11,"Architecture Director",11.11690,"Architecture Director",1.0,1,1,1
11,"Programming Manager",11.30005,"Programming Manager",1.0,1,1,1
11,"Science Director",,"unknown",-1,0,0,0
11,"Regional Service Manager",11.31376,"Regional Service Manager",1.0,1,1,1
11,"Process Manager",51.77,"Process Operator",0.769832,0,0,0
11,"Policy Director",11.10960,"Policy Director",1.0,1,1,1
11,"Nurse Director",29.131,"Director of Nursing",0.5945323,0,0,0
11,"Intelligence Director",11.11717,"Intelligence Director",1.0,1,1,1
11,"Infrastructure Manager",11.10327,"Infrastructure Manager",1.0,1,1,1
11,"Governance Manager",11.11696,"Governance Manager",0.9247628,1,1,1
11,"Finance Administrator",11.11613,"Finance Administrator",0.9013839,1,1,1
11,"Director of Merchandising",11.31328,"Director of Merchandising",1.0,1,1,1
11,"Design Manager",11.10228,"Design Manager",1.0,1,1,1
11,"Commercial Manager",11.11552,"Commercial Manager",1.0,1,1,1
11,"Business Development Leader",11.30796,"Business Development Leader",1.0,1,1,1
11,"Architecture Manager",11.30625,"Architecture Manager",1.0,1,1,1
11,"Alliance Manager",11.30984,"Alliance Manager",1.0,1,1,1
11,"Affairs Manager",11.10697,"Affairs Manager",1.0,1,1,1
11,"Operations President",,"unknown",-1,0,0,0
11,"Location Manager",11.30512,"Location Manager",1.0,1,1,1
11,"Lean Manager",11.31078,"Lean Manager",1.0,1,1,1
