File Name,Original Title,Carotene ID,Carotene Title,Confidence
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Director of Rehabilitation",11.75,"Director of Rehabilitation",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Financial Center Manager",11.76,"Financial Center Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Portfolio Manager",11.77,"Portfolio Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Financial Reporting Manager",11.78,"Financial Reporting Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Asset Manager",11.80,"Asset Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Collections Manager",11.82,"Collections Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Materials Manager",11.83,"Materials Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Benefits Manager",11.84,"Benefits Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Manager of Financial Analysis and Planning",11.85,"Manager of Financial Analysis and Planning",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Staffing Manager",11.86,"Staffing Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Care Manager",11.87,"Care Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Chief Operating Officer (COO)",11.88,"Chief Operating Officer (COO)",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Recruiting Manager",11.89,"Recruiting Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Director of Engineering",11.90,"Director of Engineering",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Residential Manager",21.7,"Case Manager",0.19871277
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Proposal Manager",11.94,"Proposal Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Project Director",11.95,"Project Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Events Manager",11.96,"Events Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Lending Manager",11.98,"Lending Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Human Resources (HR) Leader",11.99,"Human Resources (HR) Leader",0.70139444
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Compliance Officer",13.186,"Banking Officer",0.34418276
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Treasury Manager",11.101,"Treasury Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Compliance Director",11.102,"Compliance Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Director of Education",11.103,"Director of Education",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Funeral Director",11.104,"Funeral Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Contracts Administrator",13.43,"Contract Analyst",0.4433126
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Transportation Manager",53.30,"Transportation Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"School Director",11.108,"School Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Payroll Manager",11.109,"Payroll Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Executive Chef",35.9,"Executive Chef",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Medical Center Manager",11.112,"Medical Center Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Social Services Director",11.113,"Social Services Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Client Services Manager",11.114,"Client Services Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Project Administrator",11.115,"Project Administrator",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Assistant Store Manager",41.3,"Assistant Store Manager",0.5
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Benefits Administrator",11.118,"Benefits Administrator",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Food Service Director",11.119,"Food Service Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Laboratory Manager",51.11,"Production Manager",0.9506614
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Revenue Manager",11.121,"Revenue Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Chief Nursing Officer",11.122,"Chief Nursing Officer",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Quality Control Manager",11.124,"Quality Control Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Director of Pharmacy",11.125,"Director of Pharmacy",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Project Leader",15.84,"Project Lead",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Compensation Manager",11.127,"Compensation Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Director of Benefits and Compensation",11.128,"Director of Benefits and Compensation",0.44428375
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Engagement Manager",11.130,"Engagement Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Assistant Vice President (AVP)",43.31501,"Assistant to the Vice President",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Division Director",11.133,"Division Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Director of Communications",11.134,"Director of Communications",0.8644051
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Leasing Manager",11.135,"Leasing Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Commodity Manager",11.136,"Commodity Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Real Estate Manager",11.142,"Real Estate Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Director of Emergency Services",11.143,"Director of Emergency Services",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Acute Care Manager",11.144,"Acute Care Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Regional Operations Manager",11.8,"Operations Manager",0.5
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Patient Services Manager",11.148,"Patient Services Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Chief Executive Officer (CEO)",11.150,"Chief Executive Officer (CEO)",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Loss Prevention Manager",33.1,"Loss Prevention Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Construction Superintendent",11.153,"Construction Superintendent",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Vice President (VP) of Sales",11.155,"Vice President (VP) of Sales",0.63707095
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Billing Manager",11.161,"Billing Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Performance Improvement Manager",11.162,"Performance Improvement Manager",0.56524277
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Supply Chain Director",11.163,"Supply Chain Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Capture Manager",11.165,"Capture Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Fitness Manager",11.167,"Fitness Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Technical Director",27.82,"Technical Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Human Resources (HR) Administrator",11.16,"Human Resources (HR) Generalist",0.7894737
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Development Officer",11.171,"Development Officer",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Director of Quality Management",11.172,"Director of Quality Management",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Maintenance Director",49.11,"Maintenance Coordinator",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Child Care Director",11.175,"Child Care Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Vice President (VP) of Operations",11.177,"Vice President (VP) of Operations",0.6480372
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Surgery Center Administrator",11.178,"Surgery Center Administrator",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Fleet Manager",11.179,"Fleet Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Campaign Manager",11.180,"Campaign Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Community Relations Director",11.184,"Community Relations Director",0.5
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Property Administrator",11.188,"Property Administrator",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Child Care Center Director",11.189,"Child Care Center Director",0.5
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Vice President (VP) of Finance",11.190,"Vice President (VP) of Finance",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Tax Director",11.193,"Tax Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Catering Manager",35.23,"Catering Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Safety Director",11.195,"Safety Director",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Vice President (VP) of Marketing",11.196,"Vice President (VP) of Marketing",0.56869906
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Rehabilitation Manager",11.75,"Director of Rehabilitation",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Clinic Administrator",11.198,"Clinic Administrator",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Demand Manager",11.199,"Demand Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Director of Recruitment",11.203,"Director of Recruitment",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Chef Manager",35.17,"Chef Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Sales Leader",11.205,"Sales Leader",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Resident Manager",11.207,"Resident Manager",1.0
/Users/tkang/github/CaroteneClassifier/carotene-classifier/src/src/main/resources/datasets/cascadeindex/soc11-categories.txt,"Information Technology (IT) Manager",11.208,"Information Technology (IT) Manager",1.0
